"","firstTimeStamp","timeStamp","hits","bundleID","domain","domainOwner","domainType","domainClassification","initiatedType"
"127","2025-02-02T18:19:52.117+01:00","2025-02-08T14:30:05.706+01:00",18,"swiss.ricardo.iphone","region1.app-analytics-services.com","",2,1,"AppInitiated"
"128","2025-02-02T18:19:37.432+01:00","2025-02-08T14:28:03.463+01:00",3,"swiss.ricardo.iphone","googleads.g.doubleclick.net","Google LLC",1,1,"AppInitiated"
"129","2025-02-02T18:19:46.053+01:00","2025-02-08T14:28:04.271+01:00",13,"swiss.ricardo.iphone","img.ricardostatic.ch","",2,1,"AppInitiated"
"130","2025-02-02T18:19:37.382+01:00","2025-02-08T14:28:06.017+01:00",14,"swiss.ricardo.iphone","firebaseremoteconfigrealtime.googleapis.com","",2,1,"AppInitiated"
"131","2025-02-02T18:19:37.459+01:00","2025-02-08T14:28:03.433+01:00",3,"swiss.ricardo.iphone","me-client.eservice.emarsys.net","SAP SE",1,1,"AppInitiated"
"132","2025-02-02T18:19:37.473+01:00","2025-02-08T14:29:10.406+01:00",25,"swiss.ricardo.iphone","api.ricardo.ch","",2,1,"AppInitiated"
"133","2025-02-02T18:20:55.385+01:00","2025-02-08T14:28:04.362+01:00",4,"swiss.ricardo.iphone","gspe19-ssl.ls.apple.com","",2,1,"AppInitiated"
"134","2025-02-02T18:20:55.382+01:00","2025-02-08T14:28:04.420+01:00",5,"swiss.ricardo.iphone","gspe19-2-ssl.ls.apple.com","",2,1,"AppInitiated"
"135","2025-02-02T18:20:50.481+01:00","2025-02-04T10:36:38.610+01:00",5,"swiss.ricardo.iphone","rules3.aatkit.com","AddApptr GmbH",1,1,"AppInitiated"
"136","2025-02-02T18:20:54.722+01:00","2025-02-06T18:18:44.228+01:00",2,"swiss.ricardo.iphone","gsp-ssl.ls.apple.com","",2,1,"AppInitiated"
"137","2025-02-02T20:00:12.374+01:00","2025-02-06T18:18:44.169+01:00",12,"swiss.ricardo.iphone","eservice.emarsys.net","SAP SE",1,1,"AppInitiated"
"138","2025-02-02T20:00:12.354+01:00","2025-02-08T14:28:03.452+01:00",5,"swiss.ricardo.iphone","rules.aatkit.com","AddApptr GmbH",1,1,"AppInitiated"
"139","2025-02-03T01:07:01.132+01:00","2025-02-08T14:30:07.551+01:00",7,"swiss.ricardo.iphone","firebaseremoteconfig.googleapis.com","Google LLC",1,1,"AppInitiated"
"140","2025-02-03T01:07:01.111+01:00","2025-02-08T14:28:03.454+01:00",8,"swiss.ricardo.iphone","mobile-data.onetrust.io","",2,1,"AppInitiated"
"141","2025-02-03T01:07:01.108+01:00","2025-02-08T14:28:03.472+01:00",8,"swiss.ricardo.iphone","launches.appsflyer.com","AppsFlyer",1,1,"AppInitiated"
"142","2025-02-03T01:07:01.096+01:00","2025-02-08T14:28:03.450+01:00",8,"swiss.ricardo.iphone","mobile-sdk-config.gservice.emarsys.net","",2,1,"AppInitiated"
"143","2025-02-03T01:07:01.115+01:00","2025-02-08T14:28:03.474+01:00",8,"swiss.ricardo.iphone","cdn.cookielaw.org","",2,1,"AppInitiated"
